"y" "x1" "x2"
"1" "2" -0.274350380795509 0.711305307149493
"2" "1" -0.39990542381371 0.652447668244525
"3" "1" -0.855939931133205 0.139201006386519
"4" "2" 2.07521924096212 0.182480807748806
"5" "3" 1.04832125118293 -0.133641382090252
"6" "1" 0.225963529094981 -0.45294347545352
"7" "1" -0.905045645217758 -2.29161904205451
"8" "2" 1.70870935708366 0.949750076127755
"9" "2" 0.0984905189566258 1.76975893434251
"10" "2" 0.796179090658103 -2.21261572031509
"11" "2" 0.380201241555622 -0.278001828608862
"12" "2" 0.460778248932469 0.338867533329817
"13" "2" 0.498862813211319 -1.67527290283582
"14" "1" -1.35021861141373 -1.22216190396026
"15" "2" -0.532561741402783 0.335209494606435
"16" "1" -1.06006000959878 0.94285146251966
"17" "2" 1.74189203195126 0.521492618458095
"18" "1" -0.369213922906453 -0.31498658198229
"19" "2" 0.770124977853767 0.221529007950217
"20" "1" -0.849825310143274 -0.933295497344109
"21" "2" 1.94753817168521 0.318452617070018
"22" "2" -0.3015349201539 0.528817212371192
"23" "2" -0.0032955084627289 0.117542439065814
"24" "1" -0.341834759163676 -0.342702836489623
"25" "2" 1.31164021702809 0.741142834111868
"26" "1" -1.01819578374953 1.82883950159539
"27" "2" 0.528225300542378 -0.67240952394558
"28" "2" 0.16212831158807 0.89600977718322
"29" "1" -1.50828970111566 0.264920138814549
"30" "1" -2.29696809507213 -0.5722998150544
"31" "3" 1.40262760390743 -1.29762926149443
"32" "2" 0.937698034945141 -2.00467300809158
"33" "2" 1.05228252561809 0.451150762662606
"34" "2" 0.542732538498084 -0.190453446985103
"35" "3" 1.41836357019506 -2.85073495823142
"36" "1" -1.28386838567449 0.0843150774488932
"37" "1" -0.90461340886189 0.332975208742647
"38" "2" 2.68732146914546 0.954202678083468
"39" "2" 0.128168894903067 0.330634223637881
"40" "1" -1.06587906419886 1.43773313007293
"41" "1" 0.315877775150082 -0.557145412656063
"42" "2" 0.275919680714804 0.0948118810713501
"43" "1" -0.292586045538346 0.10066708356469
"44" "1" -0.435433407797358 1.82789409494259
"45" "2" 1.14634946983468 1.24228328339948
"46" "2" 0.11369406902703 0.403307935892008
"47" "2" 0.202149386175434 -0.590636747304214
"48" "1" -1.21265251740964 -0.499441582864459
"49" "2" 0.0487161938810799 1.20764003059704
"50" "2" 0.427789765294976 -1.24740098793431
"51" "1" -1.33116631973414 0.170565319121512
"52" "1" -0.358887305652625 -0.834898780293665
"53" "2" 0.492587561744112 -1.10869854008073
"54" "1" 0.23023264825593 0.972490884999124
"55" "2" 1.07399584537599 0.191793132818641
"56" "1" -0.658229270134435 -0.366576933939013
"57" "2" 0.887909259255332 1.40340322437414
"58" "2" 0.947728038694674 -0.152673518775952
"59" "2" 0.265894430584991 1.09143500829362
"60" "1" -0.523127000592084 0.821692122192797
"61" "1" -0.730412811670551 -0.672277168851652
"62" "2" 0.903830393577137 0.0704374116233833
"63" "1" -2.25531267719537 -0.992710282709808
"64" "2" 1.58213595497764 -0.807091305868759
"65" "1" -0.217578967276917 1.19000959003024
"66" "2" 1.74153841700297 0.130008983370637
"67" "1" -1.6742135290675 0.563034870833453
"68" "1" -1.23455468736887 1.66412058686618
"69" "2" -0.720547472374481 1.50059469208191
"70" "2" 0.816514056584317 -1.32976389246521
"71" "1" -1.7634607524686 -1.40950146252454
"72" "1" -1.1454251054102 0.933572379710067
"73" "2" -0.119362664263271 1.67622580036407
"74" "1" -2.39499253511762 -0.164537782398099
"75" "1" -1.06472154637303 0.343492112099702
"76" "2" 0.770347046851675 -1.44936885775405
"77" "1" -1.99977448693955 0.302185992651149
"78" "2" 1.08043344421827 0.101576208795105
"79" "2" 1.44173633137032 -0.0264025039937525
"80" "2" -0.682556957961328 1.0620249600986
"81" "1" -1.14190303573887 0.0958750448914567
"82" "1" -0.11738944226991 0.0086513449270544
"83" "1" -0.579715085769271 0.91573737856369
"84" "2" -0.374162310541105 -0.656302509491407
"85" "1" -0.193690996953383 -0.039943519273058
"86" "2" 0.0393204017992774 -0.411666511923418
"87" "2" 1.88038247065136 1.30666460450052
"88" "2" -0.203124653819971 -0.466806129691378
"89" "1" -0.404977263792084 -0.321332355197074
"90" "2" 0.300169652198712 -0.366351951251902
"91" "2" 0.4502526162433 0.0374864979547104
"92" "2" 0.407507251282304 0.397560344715019
"93" "2" 0.164689425442794 -0.502123119325019
"94" "1" -1.25426922880129 1.51376040319472
"95" "2" 1.33258036065028 -1.29593209162734
"96" "2" 0.772673965145574 -0.820501867458185
"97" "1" -0.815840177523493 -0.441287698800693
"98" "2" 1.22929187353967 -0.0787372179671635
"99" "2" -0.0267170716555521 0.841945138842274
"100" "2" 0.933489992065519 0.575026116630785
