"y" "x1" "x2"
"1" "1" -0.489467957166764 -0.338129560473116
"2" "1" 0.6966782007543 -0.442491694962244
"3" "2" -1.57889534318325 0.0824714287281248
"4" "3" 1.82006071299703 0.544261747291168
"5" "1" -1.01075564540399 0.100575763222378
"6" "1" -0.597078959584348 0.267968347767939
"7" "2" -1.53546481308283 1.51598077373877
"8" "1" -0.632828700186546 1.42084119037422
"9" "3" 1.30272897354028 0.506251666680536
"10" "2" -1.22506912153748 -0.703284509603087
"11" "1" 1.10134370882163 -0.388084573275658
"12" "1" 0.722632530016213 -0.677006354187332
"13" "1" 0.35492243770359 -2.39684379635052
"14" "2" -1.89556263569089 0.303610074102383
"15" "2" -0.642263645720373 -0.222158905302019
"16" "3" 0.489051009788543 0.188100195047569
"17" "3" -0.0729359719013226 0.622129291648417
"18" "3" 1.05681122422692 2.26726589174561
"19" "3" -0.159707897566527 1.02609355147711
"20" "1" -0.435583860685896 0.76254515295109
"21" "1" -0.544049865878817 -1.21818201034957
"22" "2" -1.08805091875427 1.71770536556265
"23" "1" 0.433478207920849 -0.718576034134256
"24" "3" -1.5312625691465 1.24520754656195
"25" "1" -0.183154060223396 1.19208629603224
"26" "3" 0.479862800430147 0.8307321831392
"27" "1" -1.45922211599049 -1.64533494874636
"28" "3" 0.541982711041129 1.04208690315128
"29" "1" 0.567045789918098 0.178295126698574
"30" "1" 0.232887764441676 0.527406519143007
"31" "3" 0.963303793833867 1.77861895687618
"32" "3" 1.60468322185518 1.38867898557667
"33" "1" 0.738207551474085 -1.11297250753378
"34" "1" -0.587570452091002 1.16066668605333
"35" "1" -0.974151519511751 1.13292611250072
"36" "1" 1.04160019353475 0.113974810388375
"37" "1" -0.296875785077375 0.508781276238488
"38" "1" 1.16533064528025 0.409445369566398
"39" "1" -1.26191324100516 1.77181142692733
"40" "1" 1.31453255560557 -0.71380273393058
"41" "1" 0.698580168967597 1.01666581379468
"42" "1" 0.552468049132982 0.889906502962178
"43" "2" -0.420709734856309 -1.26986863866774
"44" "1" -0.6486874741636 1.29663774781492
"45" "3" 1.88162926259835 -0.472122535579588
"46" "1" 0.208309187910113 -0.326379917078409
"47" "1" 0.61779159100689 -0.106411559296135
"48" "1" -0.0976322136017749 0.236611383949515
"49" "3" 0.0925149740488104 2.45658823855485
"50" "1" 0.720152286040291 -0.985232839406794
"51" "1" 0.767570224380937 -1.88622530913576
"52" "3" 1.36559887325297 -0.111602615721854
"53" "1" -0.0548767013186986 -0.988931912927937
"54" "1" 0.41491246803379 -0.0960327313284663
"55" "1" -0.0332959378894561 -1.13985705797316
"56" "1" 0.247096452014016 -0.112033166162999
"57" "1" -0.171029778153639 -1.07022794266816
"58" "1" 1.21160665111677 0.388494409227051
"59" "1" -0.877864534097816 0.531262696886741
"60" "2" -2.01022696619876 0.884683834594309
"61" "2" -1.32720948307193 -0.212329208295489
"62" "1" 0.393076060464071 -0.875489201882026
"63" "1" 0.0607296490805325 -0.423375410527363
"64" "2" -1.63629812156994 0.961537054063553
"65" "3" 2.33717788918973 1.3446563124731
"66" "3" 0.830838646125748 -0.146148834848661
"67" "1" -1.25043249383063 0.243949822950489
"68" "3" 2.17603721460001 1.22024277688715
"69" "1" -0.548228657182694 -0.155108056216304
"70" "1" -1.2112963988286 -0.755583194168232
"71" "2" -0.606510405955045 -0.357040586657874
"72" "2" -1.59661038675073 -0.895230177679803
"73" "3" 0.284478147531399 1.1343263347694
"74" "1" 0.570760957859019 -1.64574221700446
"75" "1" -1.55691852849051 1.54435552601104
"76" "1" 0.290228214294243 -0.0916394114930127
"77" "3" 0.367887394978963 0.807955936911388
"78" "1" -0.601529364742625 -0.680631232101104
"79" "1" 1.54883057288873 -1.13511367507662
"80" "2" -2.03222228871181 -0.086306774427458
"81" "2" -2.13163695126949 -0.739615544223504
"82" "1" 0.496428828546042 0.531373608591915
"83" "1" -0.0820496881347886 -0.988909337051718
"84" "1" -0.113594565091753 -1.76538767410694
"85" "1" -0.427062429849171 -0.552299632276308
"86" "1" -0.316149425548212 1.07026895555772
"87" "1" 0.517704369735508 -1.05567126949791
"88" "2" -1.4145812419249 -0.0656732380442295
"89" "3" 1.08577120205431 1.43048246215853
"90" "1" -0.887179589627567 1.18712021940189
"91" "1" 0.0970787214521013 -0.38133235441838
"92" "3" 0.534205978907424 1.00527797294769
"93" "2" -0.286520514693982 0.0277445702874989
"94" "3" 1.43480341152541 0.704986706236002
"95" "1" -1.02887599796826 0.303929579982761
"96" "3" 0.274088541055483 0.992852751018975
"97" "3" 0.233884286145452 3.13005520024033
"98" "1" 0.968626010176908 -0.62373346631512
"99" "3" -0.730856907736928 1.84726760558831
"100" "2" -2.06819604846156 -0.611731899948051
